135.351196,
135.315369,
135.360352,
135.211670,
135.132141,
135.148438,
135.012024,
134.305359,
134.666016,
133.672607,
133.544678,
133.436584,
133.681824,
133.169495,
133.098694,
132.810852,
132.338623,
132.312012,
132.145813,
132.352417,
