158.831421,
158.504333,
158.349854,
158.175964,
158.184448,
159.181152,
158.610107,
158.470886,
158.403870,
155.956177,
159.793213,
159.037659,
158.779724,
158.571350,
155.643066,
160.013794,
158.935913,
158.679626,
158.407471,
157.679443,
