206.448975,
206.521118,
206.650696,
206.591858,
190.330444,
206.430969,
206.689392,
206.728027,
206.802124,
191.982056,
206.312561,
206.774841,
206.836914,
206.792236,
194.386597,
204.136536,
206.961548,
206.897522,
206.997314,
207.027832,
