klsm128, 16, 108938373
klsm128, 16, 108311528
klsm128, 16, 108795917
klsm128, 16, 108104984
klsm128, 16, 107149500
klsm128, 16, 109333063
klsm128, 16, 110203034
klsm128, 16, 107219519
klsm128, 16, 107012172
klsm128, 16, 108944872
klsm256, 16, 113284544
klsm256, 16, 112839634
klsm256, 16, 113047554
klsm256, 16, 112987879
klsm256, 16, 112693886
klsm256, 16, 112667834
klsm256, 16, 113111715
klsm256, 16, 113234825
klsm256, 16, 112599815
klsm256, 16, 112858786
klsm128, 16, 109557168
klsm128, 16, 108762629
klsm128, 16, 108346150
klsm128, 16, 108506625
klsm128, 16, 109644873
klsm256, 16, 112124098
klsm256, 16, 112875475
klsm256, 16, 112698338
klsm256, 16, 113303003
klsm256, 16, 113172728
