153.624634,
158.544983,
160.255981,
163.222961,
138.649414,
160.978638,
160.088013,
164.933044,
161.862061,
153.120605,
155.587830,
159.899292,
159.880127,
157.503784,
170.019836,
145.286621,
158.443176,
161.743896,
160.571655,
165.602905,
