177.079590,
176.750305,
176.801819,
176.887329,
176.598206,
177.108765,
176.564087,
176.655334,
176.253235,
173.406189,
176.193604,
176.317566,
175.979492,
176.071228,
176.602173,
178.622070,
177.147339,
177.348816,
177.189026,
175.848083,
