85.526123,
83.260376,
82.700684,
83.324524,
85.903748,
83.527161,
82.267212,
82.197510,
82.161865,
83.888611,
82.356995,
82.203186,
82.222046,
82.168884,
86.815613,
82.339111,
82.337830,
82.359558,
82.197205,
84.050110,
