171.770264,
170.650208,
172.660889,
172.025696,
154.400757,
169.941223,
169.843628,
172.049377,
171.847778,
148.875671,
168.524780,
172.517334,
169.946350,
172.486633,
172.948669,
151.150513,
171.010681,
170.555420,
172.459717,
172.881592,
