klsm128, 8, 38727183
klsm128, 8, 38286691
klsm128, 8, 39331352
klsm128, 8, 39291736
klsm128, 8, 39076145
klsm128, 8, 39274977
klsm128, 8, 39089999
klsm128, 8, 38539752
klsm128, 8, 39195287
klsm128, 8, 39188664
klsm256, 8, 38106554
klsm256, 8, 38055015
klsm256, 8, 38556043
klsm256, 8, 38682049
klsm256, 8, 38711194
klsm256, 8, 38339358
klsm256, 8, 38711596
klsm256, 8, 38454371
klsm256, 8, 38527519
klsm256, 8, 38706375
klsm128, 8, 39349667
klsm128, 8, 38223295
klsm128, 8, 38690331
klsm128, 8, 38472097
klsm128, 8, 38909443
klsm128, 8, 39038406
klsm128, 8, 39089780
klsm128, 8, 38726586
klsm128, 8, 39250250
klsm128, 8, 39213368
klsm256, 8, 38230348
klsm256, 8, 38065358
klsm256, 8, 38561214
klsm256, 8, 38360982
klsm256, 8, 38538760
klsm256, 8, 38458664
klsm256, 8, 38473809
klsm256, 8, 38314104
klsm256, 8, 38514236
klsm256, 8, 38485389
klsm128, 8, 38545362
klsm128, 8, 38871080
klsm128, 8, 39138330
klsm128, 8, 38984130
klsm128, 8, 38149910
klsm256, 8, 38514983
klsm256, 8, 38072448
klsm256, 8, 38381185
klsm256, 8, 38477762
klsm256, 8, 38385911
klsm128, 1, 264748
klsm128, 1, 257907
klsm128, 1, 257166
klsm128, 1, 261183
klsm128, 1, 262505
klsm256, 1, 243492
klsm256, 1, 244014
klsm256, 1, 245568
klsm256, 1, 249261
klsm256, 1, 264355
