klsm128, 16, 68088313
klsm128, 16, 67739515
klsm128, 16, 68876693
klsm128, 16, 68451402
klsm128, 16, 67864481
klsm128, 16, 68375118
klsm128, 16, 68835455
klsm128, 16, 68511233
klsm128, 16, 68131294
klsm128, 16, 68314321
klsm256, 16, 70633740
klsm256, 16, 69960819
klsm256, 16, 70403933
klsm256, 16, 70267173
klsm256, 16, 70151667
klsm256, 16, 70153831
klsm256, 16, 70250634
klsm256, 16, 70238537
klsm256, 16, 70112377
klsm256, 16, 70537680
klsm128, 16, 68827739
klsm128, 16, 67557512
klsm128, 16, 69107447
klsm128, 16, 67666694
klsm128, 16, 68479244
klsm128, 16, 68326201
klsm128, 16, 69103201
klsm128, 16, 68939722
klsm128, 16, 68212783
klsm128, 16, 67717268
klsm256, 16, 70652063
klsm256, 16, 70316522
klsm256, 16, 70008718
klsm256, 16, 70448680
klsm256, 16, 70658172
klsm256, 16, 70195157
klsm256, 16, 70619997
klsm256, 16, 70640244
klsm256, 16, 70346837
klsm256, 16, 70061196
klsm128, 16, 68266995
klsm128, 16, 68211196
klsm128, 16, 67080541
klsm128, 16, 68479253
klsm128, 16, 68428687
klsm256, 16, 70674082
klsm256, 16, 70295906
klsm256, 16, 69936038
klsm256, 16, 70422049
klsm256, 16, 70565154
klsm128, 1, 261164
klsm128, 1, 260020
klsm128, 1, 253917
klsm128, 1, 257109
klsm128, 1, 263293
klsm256, 1, 245080
klsm256, 1, 243776
klsm256, 1, 245359
klsm256, 1, 251496
klsm256, 1, 260234
