109.267822,
108.548279,
108.240845,
108.002747,
110.748962,
110.463379,
109.134766,
109.003784,
108.661743,
111.230774,
111.203247,
110.159790,
109.834595,
108.737976,
110.430359,
111.146301,
109.701233,
109.533386,
109.697876,
111.034424,
