120.687134,
123.493042,
121.755310,
119.724487,
111.031555,
122.295471,
124.727295,
124.903381,
122.903931,
112.207642,
116.847717,
119.909912,
122.924438,
124.808655,
124.310181,
104.482605,
121.360413,
120.068848,
123.677979,
123.454895,
