113.295166,
112.781616,
113.636353,
113.200073,
97.237427,
112.500488,
110.410767,
111.143066,
113.658813,
114.765442,
96.928040,
113.017883,
114.136719,
112.960510,
113.912231,
104.066162,
108.824341,
112.300537,
114.468018,
112.192383,
