klsm128, 1, 10334437
klsm128, 1, 10396709
klsm128, 1, 4253939
klsm128, 1, 4285209
klsm128, 1, 4276782
klsm128, 1, 4287152
klsm128, 1, 4284241
klsm128, 1, 4285968
klsm128, 1, 4284345
klsm128, 1, 4289473
klsm128, 1, 4281036
klsm128, 1, 4284663
klsm128, 1, 4282842
klsm128, 1, 4287810
klsm128, 1, 4287402
klsm128, 1, 4286229
klsm128, 1, 4286864
klsm256, 1, 4073949
klsm256, 1, 4074312
klsm256, 1, 4083746
klsm256, 1, 4074659
klsm256, 1, 4071420
klsm256, 1, 4066555
klsm256, 1, 4075581
klsm256, 1, 4079362
klsm256, 1, 4074104
klsm256, 1, 4076081
klsm128, 1, 4284306
klsm128, 1, 4283925
klsm128, 1, 4288276
klsm128, 1, 4283230
klsm128, 1, 4263384
klsm256, 1, 4070919
klsm256, 1, 4078597
klsm256, 1, 4078686
klsm256, 1, 4076887
klsm256, 1, 4071611
