116.800964,
114.609741,
114.325378,
113.932861,
114.164612,
118.229553,
115.102356,
114.248657,
114.007935,
108.803711,
120.450500,
115.541565,
114.240417,
114.077576,
109.788940,
118.132507,
116.234314,
114.815979,
114.263672,
113.711792,
