171.348999,
171.212219,
171.072144,
171.066528,
168.136169,
171.437378,
171.151245,
171.247681,
171.085632,
164.522278,
171.518799,
171.417297,
171.156494,
171.208191,
166.495117,
171.658325,
171.358948,
171.098389,
171.141541,
165.921204,
