230.289124,
230.806763,
230.912842,
231.385681,
209.406372,
230.268860,
231.394653,
231.366882,
231.158752,
212.689697,
229.087646,
231.105164,
231.490417,
231.885864,
214.625244,
227.256409,
231.342041,
231.480103,
231.576416,
227.626831,
