224.553589,
224.043579,
224.619141,
225.763733,
211.222656,
221.966919,
225.106567,
225.163452,
225.436768,
211.602478,
220.901123,
224.204712,
225.255615,
225.868835,
212.858582,
222.444031,
223.800598,
225.825623,
224.336121,
214.183777,
