226.428223,
227.944763,
228.090149,
227.802185,
214.485535,
225.168823,
226.901794,
226.240601,
225.577576,
206.802185,
224.010864,
226.412415,
226.912109,
225.400024,
216.906738,
220.914612,
225.538696,
226.263184,
227.059204,
215.381287,
