122.086914,
122.108521,
122.053528,
122.008057,
121.865479,
122.151489,
122.014282,
121.958679,
121.896057,
121.580627,
121.905273,
121.693176,
121.303467,
121.250061,
120.873474,
121.173401,
121.067322,
120.620544,
120.480835,
120.161377,
