176.004456,
176.807556,
176.406494,
177.376587,
169.058533,
174.710449,
177.085510,
176.871765,
176.038147,
170.098694,
172.714905,
177.465271,
177.689636,
176.523376,
170.509644,
175.185120,
175.526855,
177.795715,
176.975891,
170.606201,
