174.345825,
173.830383,
173.303345,
173.658447,
174.205872,
175.086548,
174.594116,
174.175354,
174.254517,
174.305542,
175.635437,
174.865173,
174.772949,
174.576660,
174.252197,
175.781616,
175.224426,
174.936890,
174.620544,
174.336914,
