146.050354,
145.480774,
145.334839,
145.198303,
148.076599,
146.209595,
145.495117,
145.221130,
145.409668,
147.827026,
146.272278,
145.667419,
145.333496,
145.478394,
147.801392,
146.462097,
145.772766,
145.256775,
145.523438,
147.659241,
