174.981201,
175.769470,
175.836121,
175.842224,
170.356567,
175.510681,
175.555298,
175.532471,
176.015747,
171.755493,
174.889526,
175.979736,
175.664490,
175.505493,
172.350098,
176.323853,
175.936462,
175.593811,
175.768677,
172.242065,
