154.369385,
149.911255,
148.587646,
154.743591,
136.021606,
150.113586,
148.184570,
153.878723,
151.698975,
139.470459,
150.232483,
150.607788,
151.075134,
148.240662,
155.944946,
129.372131,
147.367676,
150.888184,
148.354248,
151.081726,
