82.415588,
82.202087,
82.289307,
90.979797,
82.757385,
82.255127,
82.207458,
82.189819,
94.289185,
83.728333,
82.234924,
82.186584,
82.130127,
91.560791,
87.848633,
83.373230,
82.198364,
82.086182,
83.313721,
81.917175,
