163.943298,
163.650330,
163.368591,
163.382446,
158.881409,
163.892822,
163.677795,
163.503296,
163.677979,
154.483093,
164.187561,
163.693909,
163.550171,
163.375122,
151.900757,
165.471130,
163.624573,
163.546387,
163.564331,
149.121216,
