159.880859,
159.444641,
159.092346,
159.163208,
154.181763,
160.501587,
160.082581,
158.944275,
159.910645,
153.641785,
160.985046,
160.161255,
159.187195,
160.214722,
152.382446,
161.896606,
160.526123,
159.438782,
160.123108,
153.962585,
