132.998230,
134.208252,
131.814392,
132.195618,
133.955994,
133.497498,
134.718201,
132.614990,
132.247314,
133.965149,
133.776672,
138.276611,
132.713440,
132.313416,
133.844727,
133.751221,
133.548828,
132.155701,
132.278992,
133.595276,
