145.953064,
144.689270,
143.844910,
143.791992,
146.847534,
145.790039,
144.226074,
143.730286,
143.747498,
145.460999,
145.997253,
144.916016,
144.370056,
143.950989,
146.184326,
146.736877,
144.985840,
144.725891,
144.464478,
146.045166,
