79.313477,
79.911011,
79.202515,
79.182068,
79.334595,
79.416748,
79.503418,
82.670654,
82.204407,
80.914124,
79.571594,
79.451843,
81.869690,
79.191711,
79.101501,
79.326538,
79.640503,
83.054688,
79.179260,
79.091553,
