144.429626,
144.919312,
145.127991,
145.006165,
132.492188,
143.916321,
143.720154,
144.417725,
145.214417,
137.614136,
146.531677,
144.993042,
145.496277,
145.424011,
139.620544,
146.862793,
145.312805,
145.521179,
145.450378,
140.122681,
