133.189270,
138.280884,
138.181580,
138.021606,
124.126465,
139.931396,
134.154175,
139.631775,
133.658081,
124.591064,
134.485474,
135.858521,
135.787903,
134.675171,
140.362854,
120.732056,
132.647583,
135.589966,
139.060913,
136.610962,
